1,.573
2,.756
3,.427
4,.500
5,.805
6,.610
7,.659
8,.476
9,.354
10,.646
11,.439
12,.232
13,.793
14,.293
15,.524
16,.415
17,.293
18,.415
19,.598
20,.390
21,.280
22,.720
23,.500
24,.561
25,.659
26,.207
27,.659
28,.402
29,.585
30,.232
