1,.427
2,.537
3,.366
4,.207
5,.732
6,.207
7,.610
8,.463
9,.524
10,.585
11,.329
12,.610
13,.341
14,.305
15,.512
16,.622
17,.598
18,.573
19,.451
20,.512
21,.585
22,.537
23,.610
24,.720
25,.732
26,.488
27,.293
28,.573
29,.451
