1,.646
2,.610
3,.537
4,.500
5,.744
6,.671
7,.646
8,.329
9,.317
10,.512
11,.390
12,.354
13,.695
14,.488
15,.573
16,.561
17,.183
18,.146
19,.451
20,.354
21,.610
22,.720
23,.329
24,.659
25,.610
26,.305
27,.610
28,.488
29,.646
30,.317
