1,2368.5655
2,2184.4849
3,1824.9945
4,2009.7020
5,1830.4531
6,2087.5287
7,2086.7699
8,1720.7749
9,2356.6896
10,2229.1897
11,2206.5627
12,2214.9748
13,1850.0797
14,2021.4580
15,1572.8212
16,1929.2141
17,2240.1601
18,2150.2264
19,1432.2673
20,2091.3409
21,2234.2020
22,1904.3823
23,1724.1723
24,1748.3359
25,2201.8484
26,1889.1968
27,1934.1845
28,1905.3652
29,2025.1531
30,2017.6601
